,address,ypred,list,gain-loss,url,rent,cap rate
1975083,"1024 Inca St, Denver, CO 80204 ",282612.40625,207500,75112.40625,https://www.zillow.com/homedetails/1024-Inca-St-Denver-CO-80204/13332646_zpid/,1636.126220703125,0.09461935240963855
7402810,"9995 E Harvard Ave, Denver, CO 80231 ",124396.0390625,72000,52396.0390625,https://www.zillow.com/homedetails/9995-E-Harvard-Ave-Denver-CO-80231/2104324522_zpid/,1983.2388916015625,0.3305398220486111
7422979,"7373 W Florida Ave APT 9F, Lakewood, CO 80232 ",164284.25,117900,46384.25,https://www.zillow.com/homedetails/7373-W-Florida-Ave-APT-9F-Lakewood-CO-80232/13783737_zpid/,2718.385498046875,0.27668044953350296
7423491,"880 S Eliot St, Denver, CO 80219 ",228087.78125,185000,43087.78125,https://www.zillow.com/homedetails/880-S-Eliot-St-Denver-CO-80219/13360032_zpid/,4888.13427734375,0.3170681587837838
